Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Name,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufacture Part No,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
2299263-2,"USB,CABLE ASSY,STD A,2X28AWG-2X20AWG",ZFRT,,A02,Z200,21428402,,A149,PE01,,C,C,N,822,,,43058,AE9,IH7,101,IN,B,,,,,AUT SHIRWAL,,895,,6.0,,2299263-2,PC,100,0,0,17170.8,0,0.00,0,0.000,0.0,06/24/2019,10/05/2019,
4-1203508-2,WOODEN PALLET 800 X 600 MM,ZHLB,,A05,Z630,85255200,,8067,PE01,,B,U,X,822,,,12302,AE8,IH6,101,IN,NR,,,,,AUT SHIRWAL,,029,,,,4-1203508-2,PC,10,0,0,5275.0,0,0.00,0,0.000,0.0,06/04/2025,06/04/2025,
1-1203432-1,"WIRE,FLRY-B,0.75,GREY",ZHLB,,A05,Z501,79017381,,M289,PE01,,C,C,X,822,,,43186,AE9,IH7,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,1-1203432-1,M,"3,190.710",0,0,22970.72,0,0.00,0,0.000,0.0,03/13/2025,03/13/2025,
CB03354011,RW-200-E-3/8-0-SP,ZFRT,,A03,Z501,25TR1107,,C333,PE01,,C,C,X,822,,,13048,AE9,IX3,101,CZ,A,,,,,AUT SHIRWAL,,652,,,,RW-200-E-3/8-0-SP,M,50,0,0,8732.36,0,0.00,0,0.000,0.0,03/25/2025,06/04/2025,
21-1976893-00313,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976893-00313,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,03/12/2025,
9-2392344-1,"DIA 6MM,PIN TERMINAL,ASSEMBLY",ZHLB,,A11,Z501,43199097,,A234,PE01,,C,N,N,822,,,42113,,IH6,101,,3,,,,,AUT SHIRWAL,,AQ5,,2.0,,9-2392344-1,PC,8,0,0,1785.91,0,0.00,0,0.000,0.0,02/17/2023,02/17/2023,
21-1972224-00307,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1972224-00307,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,12/28/2024,
4-1203453-7,"WIRE, FLRY-A, 0.35SQMM, WHITE-BROWN",ZHLB,,A04,Z501,49431683,,L727,PE01,,C,C,N,822,,,43058,,IBY,101,IN,A,,,,,AUT SHIRWAL,,895,,,,4-1203453-7,M,"1,850",0,0,6434.37,0,0.00,0,0.000,0.0,01/15/2024,01/15/2024,
31-1014632-00122,"KALTVERSTEMMBLOCK RAW1,2",ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,31-1014632-00122,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,,
21-0138575-00656,SIDECORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0138575-00656,PC,13,0,0,0.13,0,0.00,0,0.000,0.0,,,
21-1819200-02013,Blade Ejector,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819200-02013,PC,12,0,0,0.12,0,0.00,0,0.000,0.0,,12/17/2024,
28-1819159-00320,CORE SUB INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819159-00320,PC,8,0,0,0.08,0,0.00,0,0.000,0.0,,06/05/2024,
51-1865341-32787,Motor Pin Turn Plate,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1865341-32787,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,02/12/2025,
2454550-1,"CCS2, CHARGE INLET ASSY 2,CONN KIT",ZHLB,,F02,Z200,87038320,,J880,PE01,,A,X,N,822,,,14003,,,101,IN,C,,,,,AUT SHIRWAL FG,,P27,,,,2454550-1,PC,28,0,0,41736.52,480,6.00,0,0.000,0.0,07/01/2025,07/03/2025,
2822343-1,MINI MLC PLUG HSG ASSY 7P,ZFRT,,A03,Z501,2720177292,,M103,PE01,,C,C,X,822,,,43110,AE9,IH3,101,JP,A,,,,,AUT SHIRWAL,,N18,,2.0,,2822343-1,PC,100,0,0,768.31,0,0.00,0,0.000,0.0,07/15/2022,10/14/2022,
28-1819172-00351,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819172-00351,PC,3,0,0,0.0,0,0.00,0,0.000,0.0,,,
F733523001,55E0111-1.50-0(B01),ZFRT,,A03,Z501,78611325,,B914,PE01,,C,C,X,822,,,13011,AE9,IX3,101,GB,O,,,,,AUT SHIRWAL,,572,,,,55E0111-1.50-0(B01),M,"8,000",0,0,220039.68,0,0.00,0,0.000,0.0,05/07/2025,05/31/2025,
927827-2,SPT REC 6.3 Contact SRC Sn,ZHLB,,A03,Z501,73679626,,M047,PE01,,C,C,X,822,,,43152,AE9,IBY,101,DE,C,,,,,AUT SHIRWAL,,NAQ,,2.0,,927827-2,PC,"21,552",0,0,68242.68,0,0.00,0,0.000,0.0,01/23/2025,07/26/2025,
51-4848526-50003,Dot Punch,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-4848526-50003,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
5-1203431-0,"WIRE,FLRY-B,0.5,BLUE/YELLOW",ZHLB,,A05,Z501,86105566,,M289,PE01,,C,C,X,822,,,43186,AE9,IH7,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,5-1203431-0,M,"10,000",0,0,46750.5,0,0.00,0,0.000,0.0,06/17/2025,06/17/2025,
1718633-1,CPA FOR AMP MCP 2.8,ZHLB,,A07,Z500,87065627,,M235,PE03,,C,C,X,822,,,43104,,IBZ,101,IN,B,,,,,AUT SHIRWAL,,N10,,7.0,,1718633-1,PC,356,0,0,208.47,0,0.00,0,0.000,0.0,07/02/2025,07/02/2025,
968668-1,MOD2 STIFTGEH  3P,ZHLB,,A05,Z501,58499346,,M773,PE01,,C,C,X,822,,,43172,,IBY,101,HU,A,,,,,AUT SHIRWAL,,NBM,,,,968668-1,PC,"13,612",0,0,24325.19,0,0.00,0,0.000,0.0,06/25/2024,07/06/2024,
28-1957304-00310,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957304-00310,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
28-1209706-00598,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209706-00598,PC,8,0,0,0.08,0,0.00,0,0.000,0.0,,06/13/2025,
2066412-1,Carton Pad 680 X 460 mm (4 cyl),ZROH,,A05,Z630,86814077,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,A,,,,,AUT SHIRWAL,,N03,,,,2066412-1,PC,200,0,0,1929.24,0,0.00,0,0.000,0.0,06/27/2025,06/27/2025,
964971-1,EINZELLEITERDICHTNG,ZHLB,,A03,Z501,81566020,,M419,PE01,,B,C,X,822,,,43154,AE9,IX3,101,IT,B,,,,,AUT SHIRWAL,,NC1,,1.0,,964971-1,PC,"500,000",0,0,108500.0,0,0.00,0,0.000,0.0,05/21/2025,07/28/2025,
29-0138392-10500,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0138392-10500,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
21-1953074-53700,Eje.Pin(ERVF2.5-144.60-P2.10-W1.00-N94),ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1953074-53700,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,,
2138615-1,DIELECTRIC SUB-ASSEMBLY STANDARD A USB,ZHLB,,A05,Z501,20250609,,M268,PE01,,A,C,N,822,,,41393,,IBY,101,CN,B,,,,,AUT SHIRWAL,,P34,,,,2138615-1,PC,"3,150",0,0,57905.32,0,0.00,0,0.000,0.0,07/29/2025,07/29/2025,
3-1452484-1,2WAY PLUG HSG. 8MM PITCH,ZHLB,,A07,Z500,29939518,,ED06,PE01,,C,C,X,822,,,41396,,IH0,101,IN,B,,,,,AUT SHIRWAL,,P08,,,,3-1452484-1,PC,"1,269",0,0,2690.28,0,0.00,0,0.000,0.0,01/14/2021,01/14/2021,
2354643-2,"W/H WITH VCI,PADDLE, HEATING",ZFRT,,F01,Z100,88342262,,CE92,PE01,,A,C,N,822,,,43187,AE9,IH8,101,IN,C,,,,,AUT SHIRWAL FG,,G03,,7.0,,2354643-2,PC,640,0,0,191532.8,0,0.00,0,0.000,0.0,07/21/2025,07/25/2025,
2141494-5,"1POS,CONTACT KIT,REC HSG,ASSY,CODE",ZFRT,,F02,Z200,88745781,,W767,PE01,,C,C,N,822,,,41396,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL FG,,P08,,9.0,,2141494-5,PC,"4,800",0,0,22320.0,0,0.00,0,0.000,0.0,07/26/2025,07/28/2025,09/30/2030
28-1819194-00434,Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819194-00434,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
927829-2,SPT REC 6.3 Contact SRC Sn,ZHLB,,A03,Z501,A0Z0000768,,M047,PE01,,C,C,X,822,,,43152,AE9,IH1,101,ES,D,,,,,AUT SHIRWAL,,NAQ,,2.0,,927829-2,PC,"1,300",0,0,4291.27,0,0.00,0,0.000,0.0,02/02/2023,03/19/2020,
2378620-1,WH MAHLE VW MQB CLIMATRONIC 1-ZONE,ZFRT,,F04,Z200,88360767,,L727,PE01,,A,C,N,822,,,43058,,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2378620-1,PC,"2,000",0,0,476800.0,0,0.00,0,0.000,0.0,07/21/2025,07/21/2025,
1813625-1,Terminal Yazaki 7114-4112-02,ZFRT,,A05,Z501,29588535,,A149,PE01,,C,C,X,822,,,43058,,IH2,101,US,O,,,,,AUT SHIRWAL,,895,,,,1813625-1,PC,"8,200",0,0,14168.62,0,0.00,0,0.000,0.0,06/22/2023,12/24/2020,
1-2066701-1,WIRE FLRY-A 0.35 MM2 (WHITE / BLACK),ZROH,,A04,Z501,82526464,,8004,PE01,,C,C,N,822,,,12302,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,029,,,,1-2066701-1,M,385.536,0,0,1478.39,0,0.00,0,0.000,0.0,04/28/2025,04/28/2025,
51-1014182-31312,Tang,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1014182-31312,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
957253-1,TEXTILE TAPE 19MM,ZFRT,,A05,Z630,ERT/2319,,M248,PE01,,C,N,X,822,,,43058,AE9,IH0,101,DE,B,,,,,AUT SHIRWAL,,895,,,,957253-1,PC,278,0,0,31220.58,0,0.00,0,0.000,0.0,02/05/2021,05/18/2024,
21-1043365-00095,INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1043365-00095,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,06/16/2025,
29-1819109-10212,CAVITY INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819109-10212,PC,16,0,0,0.16,0,0.00,0,0.000,0.0,,02/28/2025,
2341036-1,O-RING,ZHLB,,A05,Z501,88614778,,Y371,PE01,,C,C,N,822,,,42265,,IBY,101,IN,B,,,,,AUT SHIRWAL,,AK2,,,,2341036-1,PC,"4,382",0,0,13259.19,0,0.00,0,0.000,0.0,07/24/2025,07/24/2025,
2310036-1,13580633 DELPHI 0.25-0.35SQMM,ZHLB,,A04,Z501,88881793,,L727,PE01,,B,C,N,822,,,43058,AE9,IIS,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2310036-1,PC,"120,000",0,0,115226.4,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
29-0040640-00517,Core Insert,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0040640-00517,PC,25,0,0,0.25,0,0.00,0,0.000,0.0,,,
4-1452847-2,TAB 1.5 X 0.64  PLATED,ZHLB,,A11,Z501,86014801,,M709,PE01,,C,C,X,822,,,43091,,IBY,101,CZ,A,,,,,AUT SHIRWAL,,NAU,,,,4-1452847-2,PC,"180,000",0,0,437355.0,0,0.00,0,0.000,0.0,06/17/2025,07/01/2025,
28-1209706-00524,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209706-00524,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,12/03/2024,
GA10K3D232,PRO2-PROBE,ZFRT,,A02,Z200,38795057,,CF48,PE01,,C,C,N,822,,,34259,,IX3,101,CN,F,,,,,AUT SHIRWAL,,V1C,,,,GA10K3D232,PC,92,0,0,12829.23,0,0.00,0,0.000,0.0,07/12/2022,08/02/2022,
1203453-6,WIRE FLRY-A 0.35MM2 W/Y,ZHLB,,A04,Z501,87254922,,M289,PE03,,B,C,X,822,,,43186,AE9,IIS,101,TR,O,,,,,AUT SHIRWAL,,N03,,,,1203453-6,M,14,0,0,53.68,0,0.00,0,0.000,0.0,07/05/2025,07/05/2025,
39-1959116-00215,Punch,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-1959116-00215,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,07/19/2025,
28-1956027-02003,Ejector pin E 1710 DLC/ 2x160,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956027-02003,PC,12,0,0,0.12,0,0.00,0,0.000,0.0,,,
1719262-9,"1 POS,FAKRA II,PLUG,PLUG HSG,CODI,FREE",ZHLB,,A07,Z500,78774249,,W767,PE01,,C,C,X,822,,,41396,,IH0,101,IN,A,,,,,AUT SHIRWAL,,P08,,,,1719262-9,PC,"9,900",0,0,15345.0,0,0.00,0,0.000,0.0,03/08/2025,03/08/2025,
1952922-2,Bar code label 9*8 mm white,ZHLB,,A05,Z630,87065751,,M270,PE01,,C,C,N,822,,,43113,AE9,IH6,101,IN,B,,,,,AUT SHIRWAL,,P16,,,,1952922-2,PC,"49,012",0,0,13533.19,0,0.00,0,0.000,0.0,07/02/2025,07/02/2025,
5899143001,ACW0219-0.75-0(NS),ZFRT,,A03,Z501,78611358,,B929,PE01,,C,C,X,822,,,13011,AE9,IH1,101,GB,O,,,,,AUT SHIRWAL,,572,,,,ACW0219-0.75-0(NS),M,"8,000",0,0,127303.52,0,0.00,0,0.000,0.0,05/14/2025,05/31/2025,
2365170-4,"ACTUATOR,CCS2",ZFRT,,A11,Z501,59169372,,J880,PE01,,C,C,N,822,,,14003,,IBZ,101,CN,A,,,,,AUT SHIRWAL,,P27,,,,2365170-4,PC,138,0,0,81045.86,0,0.00,0,0.000,0.0,07/06/2024,11/27/2024,
51-1014182-50133,Line Onderdeel,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1014182-50133,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
3-1203453-2,"WIRE, FLRY-A, 0.35SQMM, WHITE-BLUE",ZHLB,,A05,Z501,78509890,,L727,PE01,,C,C,N,822,,,43058,,IH1,101,IN,A,,,,,AUT SHIRWAL,,895,,,,3-1203453-2,M,"71,850",0,0,249897.17,0,0.00,0,0.000,0.0,03/01/2025,03/01/2025,
51-1979288-00015,Short Bandolier Bending Punch,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1979288-00015,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,02/17/2025,
2384650-8,"WIRE, FLRY-A, 0.35SQMM, BLACK-BLUE",ZHLB,,A05,Z501,73702715,,L727,PE01,,C,C,N,822,,,43058,,IH1,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2384650-8,M,"11,561.165",0,0,40210.19,0,0.00,0,0.000,0.0,12/16/2024,12/16/2024,
1-1203458-4,WIRE FLRY-A 0.35MM2 YELLOW-WHITE-Leoni,ZHLB,,A04,Z501,87479731,,M289,PE01,,B,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,1-1203458-4,M,"10,927.339",0,0,41902.3,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
2385089-1,WH MAHLE VISCO CLUTCH TCL ERM65,ZFRT,,F03,Z200,88909683,,L727,PE01,,A,C,N,822,,,43058,,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2385089-1,PC,100,0,0,20091.16,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
1991219-1,"4WAY SKT HSG, BLACK CODE A",ZHLB,,A07,Z500,86389436,,M289,PE01,,C,C,X,822,,,43186,,IH0,101,IN,B,,,,,AUT SHIRWAL,,N03,,,,1991219-1,PC,"3,105",0,0,32633.55,0,0.00,0,0.000,0.0,06/21/2025,06/21/2025,
28-1819194-00510,Side Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819194-00510,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
21-1043365-00080,INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1043365-00080,PC,16,0,0,0.16,0,0.00,0,0.000,0.0,,03/24/2025,
2465668-1,MDE8 CNG PAC BRAKE HARNESS,ZFRT,,A01,Z200,85724290,,J620,PE01,,C,L,N,822,,,42028,,,101,IN,A,,,,,AUT SHIRWAL,,J21,,7.0,,2465668-1,PC,20,0,0,9839.2,0,0.00,0,0.000,0.0,06/12/2025,06/12/2025,
4-1203503-1,"PKG BOX 5PLY-DOM,410X410X230",ZHLB,,A05,Z630,86405340,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,4-1203503-1,PC,50,0,0,2632.7,0,0.00,0,0.000,0.0,06/21/2025,06/21/2025,
28-1956028-00116,Cavity Pin,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956028-00116,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
28-1819159-00102,CAVITY SUB INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819159-00102,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
2399878-1,"TYPE 1,CHARGE INLET HSG,SECOND LOCK",ZHLB,,A11,Z501,240930M,,J880,PE01,,C,C,N,822,,,14003,,IBZ,101,CN,1,,,,,AUT SHIRWAL,,P27,,,,2399878-1,PC,"2,381",0,0,45313.72,0,0.00,0,0.000,0.0,09/30/2024,03/11/2025,
235527-2,LABEL 100*48 LOCAL,ZHLB,,A05,Z630,83195791,,F757,PE01,,C,U,X,822,,,34218,AE9,IH6,101,IN,O,,,,,AUT SHIRWAL,,AJ9,,,,235527-2,PC,"18,897.229",0,0,7914.16,0,0.00,0,0.000,0.0,05/07/2025,05/07/2025,
1452578-1,4POS MQS REC,ZHLB,,A03,Z501,9D80000149,,M133,PE01,,C,C,X,822,,,43169,AE9,IH1,101,BE,A,,,,,AUT SHIRWAL,,N02,,7.0,,1452578-1,PC,"60,000",0,0,102801.6,0,0.00,0,0.000,0.0,09/21/2023,01/09/2025,
21-1969511-00203,Cavity insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1969511-00203,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
2-235553-1,"4.0 mm sq cable, FLRY-B, Red",ZROH,,A04,Z501,87250207,,8004,PE01,,B,C,X,822,,,12302,AE9,IIS,101,TR,O,,,,,AUT SHIRWAL,,029,,,,2-235553-1,M,"2,107",0,0,84802.47,0,0.00,0,0.000,0.0,07/05/2025,07/05/2025,
51-1972437-10024,Fixtre tooling,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1972437-10024,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,06/10/2024,
1915742-1,"COMPOUND, RAKU-SIL 10-S 13/9-1 PART A",ZROH,,A04,Z600,669998,,8101,PE01,,A,C,N,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,1915742-1,G,0.099,0,0,0.67,0,0.00,0,0.000,0.0,01/28/2023,05/04/2023,
1952067-1,20 POS. CAP HOUSING (HORIZONTAL-TYPE),ZHLB,,A07,Z500,22548902,,M129,PE01,,B,C,N,822,,,43110,AE9,IH2,101,IN,A,,,,,AUT SHIRWAL,,N18,,,,1952067-1,PC,"8,160",0,0,36883.2,0,0.00,0,0.000,0.0,09/05/2019,09/05/2019,
29-1819019-20570,CORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819019-20570,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,10/31/2024,
967439-1,4pos MQS .63 header 180deg,ZFRT,,F04,Z200,88881750,,M185,PE01,,B,C,D,822,,,43170,,IBY,101,IN,A,,,,,AUT SHIRWAL FG,,N04,,1.0,,967439-1,PC,"1,430",0,0,41856.1,0,0.00,0,0.000,0.0,07/28/2025,07/30/2025,
2177018-1,"SINGLE WIRE SEAL,AMP MCP6.3/4.8K,YW",ZHLB,,A03,Z501,2025-02-25,,M422,PE01,,C,C,N,822,,,43154,,IH7,101,AT,A,,,,,AUT SHIRWAL,,NC1,,2.0,,2177018-1,PC,"36,386",0,0,34184.28,0,0.00,0,0.000,0.0,03/01/2025,07/26/2025,
21-1018295-00117,CORE INSERT FH,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018295-00117,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,05/09/2024,
21-1972223-10211,Cavity insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1972223-10211,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,08/19/2024,
28-1819195-00324,Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819195-00324,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
1452579-1,COVER COD.A,ZHLB,,A03,Z501,9D80000156,,M237,PE01,,C,C,X,822,,,43169,AE9,IH1,101,BE,A,,,,,AUT SHIRWAL,,N02,,7.0,,1452579-1,PC,"80,000",0,0,138247.2,0,0.00,0,0.000,0.0,12/13/2023,01/27/2025,
1-1718333-1,2POS MQS REC COD A,ZFRT,,A03,Z501,75453763,,M133,PE01,,C,C,X,822,,,43169,AE8,IX3,101,HU,A,,,,,AUT SHIRWAL,,N02,,1.0,,1-1718333-1,PC,"1,547",0,0,1200.15,0,0.00,0,0.000,0.0,01/18/2025,04/10/2025,
1452588-2,"2WAY PLUG HSG. 12,7MM PITCH",ZHLB,,A07,Z500,87238103,,ED06,PE01,,C,C,X,822,,,41396,AE9,IH0,101,IN,B,,,,,AUT SHIRWAL,,P08,,,,1452588-2,PC,"1,850",0,0,6364.0,0,0.00,0,0.000,0.0,07/09/2025,07/18/2025,
2822395-1,070 ECONOSEAL MARK-2+ PLUG 10P,ZFRT,,A03,Z501,87993043,,M099,PE01,,A,C,X,822,,,43098,,IBY,101,TH,A,,,,,AUT SHIRWAL,,N34,,1.0,,2822395-1,PC,"16,708",0,0,296722.89,0,0.00,0,0.000,0.0,07/17/2025,07/30/2025,
7-1203430-4,"WIRE,FLRY-B,0.35,PINK/BLUE",ZHLB,,A05,Z501,87868745,,A405,PE01,,C,C,N,822,,,41371,AE9,IH7,101,IN,A,,,,,AUT SHIRWAL,,072,,,,7-1203430-4,M,"10,746.955",0,0,38221.12,0,0.00,0,0.000,0.0,07/14/2025,07/14/2025,
1203770-1,"4POS,FASTIN-ON 6.3,REC HSG,KET MG610267",ZROH,,A05,Z501,86875173,,M289,PE01,,C,C,X,822,,,43186,AE9,IH7,101,KR,O,,,,,AUT SHIRWAL,,N03,,,,1203770-1,PC,"4,740",0,0,38980.76,0,0.00,0,0.000,0.0,06/28/2025,06/28/2025,
9-1719442-1,61pos hybrid header 90deg,ZFRT,,A01,Z200,83930174,,M629,PE01,,B,C,N,822,,,43082,,,101,IN,A,,,,,AUT SHIRWAL,,NA0,,7.0,,9-1719442-1,PC,320,0,0,78640.0,0,0.00,0,0.000,0.0,05/16/2025,05/17/2025,
28-1949759-00115,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949759-00115,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
1-1718346-1,3POS MQS REC COD A,ZFRT,,A03,Z501,37015349,,M133,PE01,,C,C,X,822,,,43169,AE9,IX3,101,DE,B,,,,,AUT SHIRWAL,,N02,,1.0,,1-1718346-1,PC,"48,000",0,0,62745.12,0,0.00,0,0.000,0.0,02/07/2022,06/25/2022,
2310504-1,WH HVAC MAHLE VECV BOWDEN,ZFRT,,F03,Z200,28626046,,L727,PE01,,B,C,N,822,,,43058,AE9,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2310504-1,PC,1,0,0,403.97,0,0.00,0,0.000,0.0,11/06/2020,11/11/2020,
1-2355360-3,"CABLE, 0.75SQMM, GREEN-YELLOW, IRT2",ZHLB,,A04,Z501,221152305,,M249,PE01,,C,C,N,822,,,43187,,IIS,101,PT,A,,,,,AUT SHIRWAL,,G03,,,,1-2355360-3,M,"2,493.718",0,0,21604.97,0,0.00,0,0.000,0.0,03/14/2023,03/14/2023,
