Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Name,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufacture Part No,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
2377503-1,WH MAHINDRA Z101 MID VERSION HVAC,ZFRT,,F03,Z200,87042422,,L727,PE01,,A,C,N,822,,,43058,,,101,IN,F,,,,,AUT SHIRWAL FG,,895,,7.0,,2377503-1,PC,300,0,0,160629.0,0,0.00,0,0.000,0.0,07/01/2025,07/02/2025,
21-1950967-00111,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1950967-00111,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
2296870-1,"5POS,TAB0.64X0.64,HEADER HSG",ZHLB,,A07,Z500,88979599,,W986,PE01,,C,C,N,822,,,41393,AE9,,101,IN,A,,,,,AUT SHIRWAL,,P32,,,,2296870-1,PC,"14,766",0,0,19491.12,0,0.00,0,0.000,0.0,07/30/2025,07/31/2025,
185513-1,SOCKET HSG 8P WITH 2 SHT,ZFRT,,A03,Z501,56458336,,M133,PE01,,B,C,N,822,,,43169,AE9,IH3,101,FR,C,,,,,AUT SHIRWAL,,N02,,6.0,,185513-1,PC,"5,942",0,0,318723.35,0,0.00,0,0.000,0.0,06/05/2024,09/04/2024,
21-1974351-00306,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1974351-00306,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,06/18/2025,
29-1819019-10675,WEDGE,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819019-10675,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,,
28-1819195-00442,Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819195-00442,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
21-0040305-00049,ANGLE BLOCK WEAR PLATE,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0040305-00049,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,11/28/2024,
2-2066194-1,CHEETAH G45 FAN HARNESS,ZFRT,,A06,Z200,44934531,,L727,PE01,,C,U,N,822,,,43058,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,895,,7.0,,2-2066194-1,PC,40,0,0,10847.6,0,0.00,0,0.000,0.0,05/26/2023,07/17/2023,
51-1865341-32795,stripper plate,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1865341-32795,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,03/28/2025,
5-912157-0,TRAY CASE ASSY 1CH,ZVRP,,A03,Z630,86881147,,8070,PERT,,B,U,X,822,,,12302,,IH6,101,JP,A,,,,,AUT SHIRWAL,,029,,,,5-912157-0,PC,590,0,0,34440.66,0,0.00,0,0.000,0.0,06/28/2025,06/28/2025,
2454552-1,"CCS2, CHARGE INLET ASSY 3,CONN KIT",ZHLB,,F02,Z200,88644928,,J880,PE01,,A,X,N,822,,,14003,,,101,IN,C,,,,,AUT SHIRWAL FG,,P27,,,,2454552-1,PC,4,0,0,5967.08,480,1.00,0,0.000,0.0,07/24/2025,07/24/2025,
51-1979289-00062,Die Spacer 0.50mm,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1979289-00062,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,04/21/2025,
1379671-2,40W PLUG HSG ASSY GRAY,ZFRT,,A03,Z501,93C0001720,,M128,PE01,,C,C,X,822,,,43160,AE9,IH3,101,BE,B,,,,,AUT SHIRWAL,,N22,,2.0,,1379671-2,PC,753,0,0,6576.01,0,0.00,0,0.000,0.0,04/29/2025,07/26/2025,
59-1819951-30018,Die 111P 61P,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,59-1819951-30018,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,05/29/2025,
1-720994-3,"BOX, MCM (L) TYPE",ZFRT,,A05,Z630,87865649,,8065,PE01,,B,C,X,822,,,12302,AE9,IXF,101,IN,B,,,,,AUT SHIRWAL,,029,,,,1-720994-3,PC,72.004,0,0,1589.6,0,0.00,0,0.000,0.0,07/14/2025,07/14/2025,
1719154-1,6POS MQS TAB COD A,ZFRT,,A03,Z501,80332111,,M133,PE01,,B,C,X,822,,,43169,,IX3,101,BE,A,,,,,AUT SHIRWAL,,N02,,1.0,,1719154-1,PC,"82,500",0,0,344915.18,0,0.00,0,0.000,0.0,04/09/2025,07/30/2025,
2066833-5,"W/H HVAC, BEHR-MAHINDRA S106",ZFRT,,F03,Z200,51787229,,L727,PE01,,C,C,N,822,,,43058,AE9,,101,IN,C,,,,,AUT SHIRWAL FG,,895,,8.0,,2066833-5,PC,30,0,0,14175.6,0,0.00,0,0.000,0.0,04/19/2024,04/19/2024,09/30/2033
2-2208665-7,MOD2 STIFTE MAGAZ,ZHLB,,A03,Z501,84304089,,5975,PE01,,B,C,N,822,,,30163,,IBY,101,DE,A,,,,,AUT SHIRWAL,,013,,,,2-2208665-7,PC,"571,103.180",0,0,570532.08,0,0.00,0,0.000,0.0,05/26/2025,07/30/2025,
51-1979289-00014,Straight Connector 8.6QS-8-6,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1979289-00014,PC,16,0,0,0.16,0,0.00,0,0.000,0.0,,11/13/2024,
2-1573164-5,"PE COLORANT, BLUE GRAY 7/7612, A",ZROH,,A04,Z600,56968618,,8012,,,C,,X,822,470912.0,MacPro Technologies Pvt Ltd,12302,AE9,IIS,101,DE,J,O,,,,AUT SHIRWAL,,029,,,,,KG,0.420,0,0,639.13,10,4.00,0,0.000,0.0,06/15/2024,06/15/2024,
8-1743634-2,HYB SLD 36P MAIN PLUG HSG (EXPORT),ZFRT,,A11,Z501,250207,,M106,PE01,,B,C,N,822,,,43124,,IBY,101,KR,F,,,,,AUT SHIRWAL,,N06,,,,8-1743634-2,PC,"8,064",0,0,38949.12,0,0.00,0,0.000,0.0,02/05/2025,03/04/2025,
2-968654-1,2POS MQS TAB COD B,ZFRT,,A03,Z501,44616680,,M133,PE01,,C,C,X,822,,,43169,AE9,IH7,101,DE,B,,,,,AUT SHIRWAL,,N02,,1.0,,2-968654-1,PC,217,0,0,567.29,0,0.00,0,0.000,0.0,06/09/2023,09/30/2024,
28-1957304-00305,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957304-00305,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
31-1014214-19970,-01997-ES BELYEG,ZPTL,,A10,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,,,,,,,AUT SHIRWAL,,350,,,,31-1014214-19970,PC,3,0,0,0.0,0,0.00,0,0.000,0.0,,02/01/2024,
1897210-1,MCP HYB 4P PLUG ASSY,ZFRT,,A03,Z501,221007,,M736,PE01,,C,C,X,822,,,43077,AE9,IBY,101,KR,A,,,,,AUT SHIRWAL,,NB3,,3.0,,1897210-1,PC,105,0,0,1583.74,0,0.00,0,0.000,0.0,10/06/2022,02/02/2023,
2288960-2,"SWS,SPT,LEAR 16259.627.646",ZHLB,,A05,Z501,40867063,,L727,PE01,,C,C,N,822,,,43058,,IH0,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2288960-2,PC,"5,000",0,0,20702.1,0,0.00,0,0.000,0.0,03/01/2022,10/04/2022,
39-1819168-00111,PUNCH,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-1819168-00111,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,03/20/2025,
2317939-1,"10POS,ECONOSEAL,REC HSG ASSY,SLD,COD 1",ZFRT,,F04,Z200,88918286,,M099,PE01,,A,C,N,822,,,43098,,IBY,101,IN,A,,,,,AUT SHIRWAL FG,,N34,,1.0,,2317939-1,PC,400,0,0,9250.91,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
4-1203508-2,WOODEN PALLET 800 X 600 MM,ZHLB,,A05,Z630,87956721,,8067,PE01,,B,U,X,822,,,12302,AE8,IH6,101,IN,NR,,,,,AUT SHIRWAL,,029,,,,4-1203508-2,PC,20,0,0,10550.0,0,0.00,0,0.000,0.0,07/16/2025,07/16/2025,
1203431-7,"WIRE,FLRY-B,0.5,BLUE",ZHLB,,A05,Z501,83855510,,L727,PE01,,C,C,X,822,,,43058,AE9,IH7,101,IN,NR,,,,,AUT SHIRWAL,,895,,,,1203431-7,M,"2,335.173",0,0,10917.05,0,0.00,0,0.000,0.0,05/15/2025,05/15/2025,
2282031-1,"CON, SQUIB, FERRITE",ZHLB,,A04,Z501,88783252,,M215,PE01,,B,C,N,822,,,43095,,IIS,101,MY,A,,,,,AUT SHIRWAL,,N87,,,,2282031-1,PC,"48,000",0,0,105103.68,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
2066859-2,BEHR VW SE-250 AC Manual LHD harness,ZFRT,,F04,Z200,38341522,,L727,PE01,,C,C,N,822,,,43058,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL FG,,895,,3.0,,2066859-2,PC,40,0,0,14513.27,0,0.00,0,0.000,0.0,04/27/2022,05/11/2022,
21-1959092-00513,SLIDER INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1959092-00513,PC,8,0,0,0.08,0,0.00,0,0.000,0.0,,06/17/2025,
29-0138550-10203,core pin,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0138550-10203,PC,9,0,0,0.09,0,0.00,0,0.000,0.0,,,
2454622-1,"ADAPTER, AC 9 O CLOCK",ZFRT,,F02,Z200,83991970,,J880,PE01,,C,C,N,822,,,14003,,,101,IN,A,,,,,AUT SHIRWAL FG,,P27,,,,2454622-1,PC,216,0,0,9456.48,0,0.00,0,0.000,0.0,05/17/2025,05/17/2025,
2137377-2,ABS9.0 BUSHING SERIES,ZHLB,,A03,Z501,25197D,,M241,PE01,,A,C,N,822,,,43061,,IX1,101,CN,A,,,,,AUT SHIRWAL,,K27,,,,2137377-2,PC,"300,000",0,0,1467870.0,0,0.00,0,0.000,0.0,05/10/2025,07/31/2025,
1-2413295-1,"DIECAST, 4P 90DEG ,GEMNET SEALED HEADER",ZHLB,,A11,Z501,250306M,,A172,PE01,,C,C,N,822,,,41393,,IBZ,101,CN,1,,,,,AUT SHIRWAL,,P30,,,,1-2413295-1,PC,"1,200",0,0,32280.0,0,0.00,0,0.000,0.0,03/06/2025,04/26/2025,
1-1203431-3,"WIRE,FLRY-B,0.5,PINK",ZHLB,,A05,Z501,87511607,,M289,PE01,,C,C,X,822,,,43186,AE9,IH7,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,1-1203431-3,M,"4,443.629",0,0,20774.19,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
28-1956025-00110,Cavity Insert,ZPTL,,A05,,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956025-00110,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
21-1819166-00701,667125MC - Color Cap - 09ECAP-W-01,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819166-00701,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,04/12/2025,
21-1972224-00124,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1972224-00124,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,12/28/2024,
28-1209707-00537,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209707-00537,PC,9,0,0,0.09,0,0.00,0,0.000,0.0,,,
2141043-1,"SPACER,FOR FUSE MODULE TYPE A",ZHLB,,A05,Z501,87060210,,1598,PE01,,B,C,X,822,,,43059,,IBY,101,HU,A,,,,,AUT SHIRWAL,,127,,,,2141043-1,PC,"4,200",0,0,62488.61,0,0.00,0,0.000,0.0,07/02/2025,07/16/2025,
1394512-1,"EINZELLEITDICHTG,BL",ZFRT,,A03,Z501,2025-02-10,,M422,PE03,,B,C,X,822,,,43154,,IH7,101,AT,A,,,,,AUT SHIRWAL,,NC1,,2.0,,1394512-1,PC,361,0,0,427.93,0,0.00,0,0.000,0.0,02/12/2025,06/13/2025,
2374441-6,"CAS HTS MIL PN A218-028A0Z, L-400MM",ZFRT,,F03,Z200,88787669,,L728,PE01,,B,C,N,822,,,43058,,,101,IN,B,,,,,AUT SHIRWAL FG,,895,,3.0,,2374441-6,PC,900,0,0,70056.0,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
2-1452484-8,2WAY PLUG HSG. PITCH 8MM FAKRA2,ZHLB,,A07,Z500,88645022,,ED06,PE01,,B,C,X,822,,,41396,,,101,IN,B,,,,,AUT SHIRWAL,,P08,,,,2-1452484-8,PC,"5,000",0,0,11150.0,0,0.00,0,0.000,0.0,07/24/2025,07/24/2025,
1-2219543-1,025/090 HYB 56P CAP DBL(TH),ZHLB,,A11,Z501,250408,,M744,PE01,,C,C,X,822,,,43083,,IBY,101,KR,A,,,,,AUT SHIRWAL,,NB5,,,,1-2219543-1,PC,"35,900",0,0,32669.0,0,0.00,0,0.000,0.0,04/04/2025,05/21/2025,
6-1203430-7,Wire FLRY-B 0.35mm2 Violet/Yellow(Local),ZHLB,,A05,Z501,86881174,,A405,PE01,,C,C,N,822,,,41371,AE9,IH7,101,IN,A,,,,,AUT SHIRWAL,,072,,,,6-1203430-7,M,"3,870",0,0,13763.5,0,0.00,0,0.000,0.0,06/28/2025,06/28/2025,
5-1203466-7,WIRE FLRY-B 0.5MM2 WHITE-GRAY-Leoni,ZHLB,,A04,Z501,74578052,,M289,PE01,,C,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,5-1203466-7,M,"1,895.085",0,0,10128.41,0,0.00,0,0.000,0.0,12/28/2024,12/28/2024,
1719040-1,8POS GET MALE CONNECTOR W. 3 SB'S,ZFRT,,A07,Z200,87533016,,M634,PE01,,A,C,X,822,,,43071,AE9,IX3,101,IN,B,,,,,AUT SHIRWAL,,NAA,,2.0,,1719040-1,PC,"1,296",0,0,58688.65,0,0.00,0,0.000,0.0,07/10/2025,07/11/2025,
2-705185-9,"PA6 COLORANT, ZINC YELLOW 2/11079PA, A",ZROH,,A11,Z600,75977048,,8012,PE01,,C,C,X,822,,,12302,,IBY,101,DE,A,,,,,AUT SHIRWAL,,029,,,,2-705185-9,KG,6.360,0,0,20535.0,0,0.00,0,0.000,0.0,01/31/2025,01/31/2025,
28-1819159-00105,CAVITY SUB INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819159-00105,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
2321109-5,"CONVOL.TUBE,PPAE BKWH 7MM ID L-130MM",ZHLB,,A05,Z630,46382770,,L727,PE01,,C,N,N,822,,,43058,,G63,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2321109-5,PC,187,0,0,172.29,0,0.00,0,0.000,0.0,08/16/2023,08/16/2023,
2-1203453-5,WIRE FLRY-A 0.35MM2 BLUE,ZHLB,,A04,Z501,88789870,,8009,PE03,,B,C,X,822,,,12302,AE9,IIS,101,TR,O,,,,,AUT SHIRWAL,,029,,,,2-1203453-5,M,26,0,0,99.7,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
964269-2,TAB A 1.6x0.6 CONTACT CF SWS Sn,ZHLB,,A03,Z501,15491591,,M028,PE01,,C,C,X,822,,,43127,AE9,IX3,101,CZ,D,,,,,AUT SHIRWAL,,N05,,1.0,,964269-2,PC,"1,100",0,0,1433.83,0,0.00,0,0.000,0.0,07/13/2023,01/30/2018,
8-1123320-0,025 TAB CONTACT,ZHLB,,A03,Z501,85260078,,M648,PE03,,C,C,X,822,,,43161,,IBY,101,JP,F,,,,,AUT SHIRWAL,,N24,,,,8-1123320-0,PC,"3,173",0,0,1239.28,0,0.00,0,0.000,0.0,06/04/2025,06/04/2025,
2-962841-1,TAB 2.8x0.8 CONTACT CF SRC Sn,ZHLB,,A03,Z501,71274871,,M041,PE01,,C,C,X,822,,,43127,AE9,IBY,101,CZ,F,,,,,AUT SHIRWAL,,N05,,2.0,,2-962841-1,PC,"36,000",0,0,76187.52,0,0.00,0,0.000,0.0,11/10/2024,01/27/2025,
1-1718526-2,"TAB 1,6X0,64",ZHLB,,A11,Z501,41542998,,M184,PE01,,C,C,X,822,,,43125,,IBY,101,CZ,A,,,,,AUT SHIRWAL,,N08,,,,1-1718526-2,PC,"578,000",0,0,3579409.5,0,0.00,0,0.000,0.0,11/25/2022,11/01/2023,
2-1203458-1,WIRE FLRY-A 0.35MM2 GRAY-BLACK-Leoni,ZHLB,,A04,Z501,79500887,,M289,PE03,,C,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,2-1203458-1,M,25,0,0,95.87,0,0.00,0,0.000,0.0,03/22/2025,03/22/2025,
1203707-1,HSG 16P CODE1 KG928001,ZHLB,,A04,Z501,87879156,,L727,PE01,,B,C,X,822,,,43058,AE9,IIS,101,DE,O,,,,,AUT SHIRWAL,,895,,,,1203707-1,PC,"4,415",0,0,8763.16,0,0.00,0,0.000,0.0,07/15/2025,07/15/2025,
2379490-1,"LABEL, 70X15MM ORY-MAT-533",ZHLB,,A05,Z630,78716471,,L727,PE01,,B,N,N,822,,,43058,,IBY,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2379490-1,PC,"1,133",0,0,2137.0,0,0.00,0,0.000,0.0,03/07/2025,03/07/2025,
2311584-3,10811289 0.5-1.0SQMM DELPHI,ZHLB,,A04,Z501,78681023,,L727,PE01,,C,C,N,822,,,43058,AE9,IIS,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2311584-3,PC,"11,055",0,0,102590.4,0,0.00,0,0.000,0.0,03/06/2025,03/06/2025,
21-1819201-02013,Ejector pin,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819201-02013,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,12/17/2024,
28-1957305-00106,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957305-00106,PC,8,0,0,0.08,0,0.00,0,0.000,0.0,,08/05/2024,
1-2355710-6,16P 2CH ABS ASSEMBLY,ZFRT,,A02,Z200,65888786,,J621,PE01,,C,N,N,822,,,42028,AE9,,101,IN,A,,,,,AUT SHIRWAL,,J21,,,,1-2355710-6,PC,5,0,0,1335.1,0,0.00,0,0.000,0.0,09/10/2024,09/10/2024,
2391020-1,WH MAHLE VW MQB AC MANUAL LHD,ZFRT,,F04,Z200,47839089,,L727,PE01,,A,C,N,822,,,43058,,,101,IN,B,,,,,AUT SHIRWAL FG,,895,,7.0,,2391020-1,PC,5,0,0,1882.3,0,0.00,0,0.000,0.0,11/02/2023,11/02/2023,
21-1819201-00119,Cavity insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819201-00119,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,12/17/2024,
1-284720-1,C.P.A. FOR 6W EGR,ZHLB,,A03,Z501,79296331,,M236,PE01,,B,C,N,822,,,43124,,IX3,101,IT,B,,,,,AUT SHIRWAL,,N06,,,,1-284720-1,PC,"36,000",0,0,58054.32,0,0.00,0,0.000,0.0,03/26/2025,07/01/2025,
39-1819167-00922,CKM Cassette,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-1819167-00922,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,03/20/2025,
28-1819172-03512,Core Sub Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819172-03512,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,01/03/2024,
28-1957305-00324,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957305-00324,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
344263-1,13 WAY REC HSG. SIL. SEALECONO,ZHLB,,F04,Z210,89023523,,M099,PE01,,C,C,X,822,,,43098,,IBY,101,IN,J,,,,,AUT SHIRWAL FG,,N34,,2.0,,344263-1,PC,800,0,0,20648.0,0,0.00,0,0.000,0.0,07/30/2025,07/30/2025,
2454631-1,"BACK COVER, 3 O CLOCK, DC",ZFRT,,F02,Z200,84845222,,J880,PE01,,C,C,N,822,,,14003,,,101,IN,B,,,,,AUT SHIRWAL FG,,P27,,,,2454631-1,PC,261,0,0,11781.54,0,0.00,0,0.000,0.0,05/28/2025,05/28/2025,
1-2317849-6,"CABLE,0.35 SQMM,FLRY-A,GY-WH, MALHOTRA",ZHLB,,A05,Z501,73481970,,A405,PE01,,C,C,N,822,,,41371,,IH1,101,IN,A,,,,,AUT SHIRWAL,,072,,,,1-2317849-6,M,"27,001.895",0,0,96237.99,0,0.00,0,0.000,0.0,12/13/2024,12/13/2024,
39-0138549-00140,Mindarica Die Insert,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-0138549-00140,PC,43,0,0,0.0,0,0.00,0,0.000,0.0,,06/10/2024,
9-2392347-1,BUSBAR ASSEMBLY NEGATIVE,ZHLB,,A11,Z501,43243991,,CE93,PE01,,C,N,N,822,,,42015,,IH6,101,,2,,,,,AUT SHIRWAL,,H84,,,,9-2392347-1,PC,3,0,0,322.08,0,0.00,0,0.000,0.0,02/20/2023,02/20/2023,
2136234-5,"COLORANT PA, CARMINE RED 5/11091PA, A",ZROH,,A04,Z600,48197851,,8012,PE01,,C,C,N,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,2136234-5,KG,5.417,0,0,27083.33,0,0.00,0,0.000,0.0,11/18/2023,11/18/2023,
28-1956026-02014,Ejector Pin E1710 DLC/3x200,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956026-02014,PC,12,0,0,0.12,0,0.00,0,0.000,0.0,,,
740045-2,PAPCUSHION 375X275 F 973057-2/-4,ZFRT,,A04,Z630,,,1598,PE01,,C,C,X,822,,,43059,AE9,IIS,101,,,,,,,AUT SHIRWAL,,127,,3.0,,740045-2,PC,"4,773.238",0,0,56210.32,0,0.00,0,0.000,0.0,,07/30/2025,
21-1018295-00354,SLIDE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018295-00354,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,05/02/2024,
1719153-1,"4pos. 1,5mm System, harness",ZFRT,,A07,Z500,66716057,,M248,,,B,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43058,,IBY,101,IN,D,O,,,,AUT SHIRWAL,,895,,,,,PC,6,0,0,2384.58,0,0.00,0,0.000,0.0,09/14/2024,09/14/2024,
21-0040305-00404,right slide insert,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0040305-00404,PC,22,0,0,0.22,0,0.00,0,0.000,0.0,,02/19/2025,
21-1976893-00103,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976893-00103,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,04/12/2025,
1719153-1,"4pos. 1,5mm System, harness",ZFRT,,A07,Z500,54112717,,M248,,,B,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43058,,IBY,101,IN,D,O,,,,AUT SHIRWAL,,895,,,,,PC,6,0,0,2384.58,0,0.00,0,0.000,0.0,05/18/2024,05/18/2024,
2403748-3,"SWS,CSJ1800,180DEG,CABLE SEAL",ZFRT,,A11,Z600,250122M,,Y026,PE01,,C,C,N,822,,,14010,,IBZ,101,CN,A,,,,,AUT SHIRWAL,,K28,,5.0,,2403748-3,PC,"1,760",0,0,20963.8,0,0.00,0,0.000,0.0,01/22/2025,03/01/2025,
2288388-1,"24POS,TAB0.64X0.64,HEADER ASSY",ZFRT,,F02,Z200,87022358,,J767,PE01,,A,C,N,822,,,43110,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL FG,,N18,,1.0,,2288388-1,PC,"1,050",0,0,27426.0,0,0.00,0,0.000,0.0,07/01/2025,07/01/2025,
1355620-1,3POS MQS REC COD A,ZFRT,,A03,Z501,43377826,,M133,PE01,,B,C,X,822,,,43169,AE9,IX3,101,DE,C,,,,,AUT SHIRWAL,,N02,,1.0,,1355620-1,PC,596,0,0,1181.36,0,0.00,0,0.000,0.0,02/28/2023,07/03/2023,
28-1957305-00110,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957305-00110,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,04/30/2024,
2-1203458-9,"WIRE, FLRY-A, 0.35SQMM, BROWN-YELLOW",ZHLB,,A05,Z501,83740548,,L727,PE03,,C,N,N,822,,,43058,,IH1,101,,A,,,,,AUT SHIRWAL,,895,,,,2-1203458-9,M,81,0,0,290.37,0,0.00,0,0.000,0.0,05/14/2025,05/14/2025,
28-1949759-00113,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949759-00113,PC,8,0,0,0.08,0,0.00,0,0.000,0.0,,,
